dataset,regime,seed,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,target_accuracy_left,target_accuracy_right,delta_target_accuracy,target_nll_left,target_nll_right,delta_target_nll,target_entropy_left,target_entropy_right,delta_target_entropy,fallback_count_left,fallback_count_right,delta_fallback_count,fallback_rate_left,fallback_rate_right,delta_fallback_rate,mean_selected_teachers_left,mean_selected_teachers_right,delta_mean_selected_teachers,effective_teachers_left,effective_teachers_right,delta_effective_teachers
fmnist,multi,42,feddf_prob,feddf_logit,e1ac67186c293ec6,c518d5d5d782684b,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.3544,0.2045,0.1499,1.8199774547576903,6.554081993103027,-4.734104538345337,0.3783,0.2034,0.17490000000000003,1.7048461709541036,2.0968088235182814,-0.3919626525641777,1.9881008076941005,2.065095956622437,-0.0769951489283367,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,multi,43,feddf_prob,feddf_logit,c72caa26e20d2ceb,8cdc7a5ce2c46b0c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.4219,0.2109,0.211,1.9147898292541503,6.331410443115234,-4.416620613861084,0.4437,0.2117,0.23199999999999998,1.7059682791639146,2.1088599905280185,-0.40289171136410395,1.9763150576650568,2.082319689360213,-0.10600463169515617,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,multi,44,feddf_prob,feddf_logit,ec0dd92c67c94986,8b5619e1467492ea,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.3956,0.2,0.1956,1.9263315893173216,8.613065730285644,-6.686734140968323,0.4162,0.2006,0.2156,1.7163621466730372,2.2280514149901816,-0.5116892683171443,1.987301944193313,1.9637304452024733,0.023571498990839768,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,single,42,feddf_prob,feddf_logit,44824a144c9525c5,bf43a7bbd0410f90,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.1,0.1,0.0,2.302585046005249,9.884842950439452,-7.582257904434203,0.1006,0.1,0.0005999999999999894,2.302581869384575,2.5309431267518665,-0.22836125736729151,2.302585092798063,2.125242305226468,0.17734278757159494,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,single,43,feddf_prob,feddf_logit,b3da8b08e20abcef,c48ba5ab037c39aa,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.1,0.114,-0.013999999999999999,2.3025866592407227,7.666078952026367,-5.363492292785644,0.0996,0.1123,-0.012700000000000003,2.3025811179188023,2.524838727328719,-0.22225760940991668,2.302585092545105,2.1539295060092583,0.14865558653584676,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
fmnist,single,44,feddf_prob,feddf_logit,cd05b1f48ae157c4,084dd4c334767c68,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.1,0.0964,0.003600000000000006,2.302585038757324,7.572461312866211,-5.269876274108887,0.1193,0.0978,0.021500000000000005,2.302583151356476,2.504474913963897,-0.20189176260742103,2.302585092656829,2.1855847471412124,0.11700034551561656,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,alpha0p1,42,feddf_prob,feddf_logit,fd302b0cd1665f65,4211ab3ca951358a,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.9523,0.8872,0.06510000000000005,0.1549976515173912,0.3164773600339889,-0.1614797085165977,0.9587,0.902,0.05669999999999997,1.347947038557929,1.5202555506505115,-0.17230851209258247,2.133497227497572,2.1901112283467024,-0.056614000849130264,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,alpha0p1,43,feddf_prob,feddf_logit,d8c95f97b83b20e2,ceb53a4be583636f,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7496,0.5264,0.22320000000000007,0.6544280901908874,1.4452292140960694,-0.790801123905182,0.7832,0.5635,0.2197,1.5484148248947085,1.7936861986048585,-0.24527137371014995,2.163384866805554,2.227001717364532,-0.06361685055897759,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,alpha0p1,44,feddf_prob,feddf_logit,088d73400827b025,63849b8e3a08d7b5,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7989,0.6764,0.12250000000000005,0.5397906281471252,1.509930434417725,-0.9701398062705997,0.8193,0.6636,0.15570000000000006,1.4157085100353313,1.6750667206114958,-0.2593582105761645,2.1236259942226448,2.1764934988926963,-0.052867504670051524,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
mnist,alpha0p5,42,feddf_prob,feddf_logit,b4b9afcdf2ce45ad,3ebe95153b060ea6,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.9652,0.9484,0.016799999999999926,0.1012987575858831,0.1567255389899015,-0.055426781404018396,0.9651,0.945,0.020100000000000007,1.0336607028231273,1.0573363121172712,-0.023675609294143918,1.968591732504176,1.9643367401915908,0.004254992312585193,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.999999999999998,9.999999999999998,0.0
